     ,Player               ,Age,Tm ,G ,GS,MVP_Share,MVP_Rank,MP  ,FG  ,FGA ,FG%   ,3P ,3PA ,3P%   ,2P  ,2PA ,2P%   ,eFG%  ,FT ,FTA ,FT%   ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS ,Year,Tm_AGE,Tm_W,Tm_L,Tm_PW,Tm_PL,Tm_MOV,Tm_SOS,Tm_SRS,Tm_ORtg,Tm_DRtg,Tm_NRtg,Tm_PACE,Tm_FTr,Tm_3PAr,Tm_TS%,Tm_eFG%,Tm_TOV%,Tm_ORB%,Tm_FT/FGA,Tm_Op_eFG%,Tm_Op_TOV%,Tm_DRB%,Tm_Op_FT/FGA,Win%
4153 ,Patrick Ewing        ,29 ,NYK,82,82,0.1042   ,5       ,38.4,9.7 ,18.6,0.5215,0  ,0.1 ,0     ,9.7 ,18.5,0.5243,0.5215,4.6,6.2 ,0.7419,2.8,8.5 ,11.2,1.9 ,1.1,3  ,2.5,3.4,24  ,1992,28.3  ,60  ,22  ,58   ,24   ,6.16  ,-0.29 ,5.87  ,106.1  ,99.7   ,6.4    ,94.5   ,0.336 ,0.088  ,0.526 ,0.479  ,14.1   ,33.1   ,0.249    ,0.444     ,14.9      ,72.1   ,0.294       ,0.732
11809,Dwyane Wade          ,28 ,MIA,77,77,0.0967   ,5       ,36.3,9.3 ,19.6,0.4745,0.9,3.2 ,0.2812,8.4 ,16.5,0.5091,0.4974,6.9,9.1 ,0.7582,1.4,3.5 ,4.8 ,6.5 ,1.8,1.1,3.3,2.4,26.6,2010,29    ,58  ,24  ,61   ,21   ,7.46  ,-0.71 ,6.76  ,111.7  ,103.5  ,8.2    ,90.9   ,0.363 ,0.235  ,0.573 ,0.524  ,13.5   ,25.2   ,0.279    ,0.475     ,12.6      ,75.5   ,0.223       ,0.707
14518,Chris Paul           ,29 ,LAC,82,82,0.0954   ,6       ,34.8,6.9 ,14.3,0.4825,1.7,4.3 ,0.3953,5.2 ,10  ,0.52  ,0.542 ,3.5,3.9 ,0.8974,0.6,4   ,4.6 ,10.2,1.9,0.2,2.3,2.5,19.1,2015,29.7  ,53  ,29  ,53   ,29   ,4.28  ,-0.15 ,4.13  ,108.3  ,103.8  ,4.5    ,95.8   ,0.318 ,0.324  ,0.556 ,0.524  ,12.1   ,20.1   ,0.22     ,0.48      ,13.8      ,73.8   ,0.222       ,0.646
7372 ,Grant Hill           ,27 ,DET,74,74,0.0934   ,8       ,37.5,9.4 ,19.2,0.4896,0.5,1.3 ,0.3846,8.9 ,17.9,0.4972,0.5026,6.5,8.2 ,0.7927,1.3,5.3 ,6.6 ,5.2 ,1.4,0.6,3.2,2.6,25.8,2000,27.1  ,32  ,50  ,36   ,46   ,-1.7  ,-0.39 ,-2.08 ,100    ,101.8  ,-1.8   ,94.7   ,0.325 ,0.162  ,0.498 ,0.453  ,14.2   ,29.3   ,0.234    ,0.466     ,14        ,72.2   ,0.233       ,0.39
12196,Dirk Nowitzki        ,32 ,DAL,73,73,0.0934   ,6       ,34.3,8.4 ,16.2,0.5185,0.9,2.3 ,0.3913,7.5 ,13.8,0.5435,0.5463,5.4,6.1 ,0.8852,0.7,6.3 ,7   ,2.6 ,0.5,0.6,1.9,2.4,23  ,2011,31.3  ,36  ,30  ,35   ,31   ,0.95  ,0.83  ,1.78  ,103.3  ,102.3  ,1      ,91.4   ,0.246 ,0.271  ,0.527 ,0.489  ,13.4   ,23.4   ,0.19     ,0.479     ,13.9      ,74.8   ,0.203       ,0.545
5275 ,Charles Barkley      ,31 ,PHO,68,66,0.0914   ,6       ,35  ,8.1 ,16.8,0.4821,1.1,3.2 ,0.3438,7.1 ,13.6,0.5221,0.5208,5.6,7.5 ,0.7467,3  ,8.1 ,11.1,4.1 ,1.6,0.7,2.2,3  ,23  ,1995,27.9  ,41  ,41  ,42   ,40   ,0.33  ,-0.05 ,0.28  ,110.3  ,110    ,0.3    ,93.2   ,0.37  ,0.147  ,0.551 ,0.498  ,13.5   ,29.8   ,0.286    ,0.511     ,13.3      ,71.4   ,0.225       ,0.5
6009 ,Gary Payton          ,28 ,SEA,82,82,0.0913   ,6       ,39.2,8.6 ,18.1,0.4751,1.5,4.6 ,0.3261,7.2 ,13.4,0.5373,0.5221,3.1,4.3 ,0.7209,1.3,3.3 ,4.6 ,7.1 ,2.4,0.2,2.6,2.5,21.8,1997,31.1  ,61  ,21  ,61   ,21   ,7.17  ,-0.84 ,6.33  ,111.6  ,103.6  ,8      ,89.8   ,0.327 ,0.243  ,0.558 ,0.521  ,13.4   ,28.7   ,0.236    ,0.478     ,15.9      ,66.1   ,0.223       ,0.744
5580 ,Gary Payton          ,27 ,SEA,81,81,0.0867   ,6       ,39  ,7.6 ,15.8,0.481 ,1.2,3.7 ,0.3243,6.4 ,12.1,0.5289,0.519 ,2.8,3.8 ,0.7368,1.3,2.9 ,4.2 ,7.5 ,2.9,0.2,3.2,2.7,19.3,1996,30    ,57  ,25  ,62   ,20   ,7.68  ,-0.77 ,6.91  ,111.2  ,102.7  ,8.5    ,90.3   ,0.358 ,0.247  ,0.557 ,0.51   ,14.2   ,30.9   ,0.269    ,0.49      ,17.7      ,69.1   ,0.242       ,0.695
10747,Tracy McGrady        ,27 ,HOU,71,71,0.0853   ,6       ,35.8,9   ,20.8,0.4327,1.8,5.4 ,0.3333,7.2 ,15.5,0.4645,0.476 ,4.9,6.9 ,0.7101,0.8,4.5 ,5.3 ,6.5 ,1.3,0.5,3  ,1.9,24.6,2007,28.3  ,55  ,27  ,55   ,27   ,4.68  ,0.15  ,4.83  ,106.8  ,101.6  ,5.2    ,90.4   ,0.276 ,0.255  ,0.528 ,0.492  ,13     ,29.1   ,0.2      ,0.465     ,12.8      ,74.8   ,0.214       ,0.671
3996 ,Chris Mullin         ,28 ,GSW,81,81,0.0844   ,6       ,41.3,10.2,19.6,0.5204,0.8,2.2 ,0.3636,9.5 ,17.4,0.546 ,0.5459,4.3,5.2 ,0.8269,1.6,4   ,5.6 ,3.5 ,2.1,0.8,2.5,2.1,25.6,1992,25    ,34  ,48  ,38   ,44   ,-0.99 ,0.05  ,-0.94 ,109.2  ,110.2  ,-1     ,99.5   ,0.342 ,0.118  ,0.543 ,0.502  ,14.9   ,34.2   ,0.245    ,0.501     ,14        ,67     ,0.261       ,0.415
6044 ,Hakeem Olajuwon      ,34 ,HOU,78,78,0.0826   ,7       ,36.6,9.3 ,18.3,0.5082,0.1,0.2 ,0.5   ,9.3 ,18.1,0.5138,0.5164,4.5,5.7 ,0.7895,2.2,7   ,9.2 ,3   ,1.5,2.2,3.6,3.2,23.2,1997,32    ,41  ,41  ,39   ,43   ,-0.76 ,-0.47 ,-1.23 ,107.7  ,108.6  ,-0.9   ,91     ,0.326 ,0.256  ,0.544 ,0.496  ,14.8   ,29.8   ,0.251    ,0.499     ,13.3      ,69.3   ,0.208       ,0.5
14686,Chris Paul           ,30 ,LAC,74,74,0.0817   ,6       ,32.7,7   ,15.1,0.4636,1.6,4.4 ,0.3636,5.3 ,10.6,0.5   ,0.5099,4  ,4.4 ,0.9091,0.5,3.7 ,4.2 ,10  ,2.1,0.2,2.6,2.5,19.5,2016,30    ,51  ,31  ,52   ,30   ,4.29  ,0.13  ,4.42  ,112.7  ,108.2  ,4.5    ,96.1   ,0.312 ,0.329  ,0.574 ,0.537  ,12     ,21.5   ,0.233    ,0.506     ,12.1      ,76.9   ,0.211       ,0.622
15195,Isaiah Thomas        ,27 ,BOS,76,76,0.0802   ,5       ,33.8,9   ,19.4,0.4639,3.2,8.5 ,0.3765,5.8 ,10.9,0.5321,0.5464,7.8,8.5 ,0.9176,0.6,2.1 ,2.7 ,5.9 ,0.9,0.2,2.8,2.2,28.9,2017,24.7  ,55  ,27  ,51   ,31   ,3.59  ,-0.35 ,3.23  ,107.6  ,103.9  ,3.7    ,96     ,0.243 ,0.357  ,0.552 ,0.518  ,13     ,21.5   ,0.188    ,0.495     ,13        ,78.4   ,0.191       ,0.671
7582 ,Chris Webber         ,26 ,SAC,75,75,0.0793   ,9       ,38.4,10  ,20.6,0.4854,0.4,1.3 ,0.3077,9.6 ,19.4,0.4948,0.4951,4.1,5.5 ,0.7455,2.5,8   ,10.5,4.6 ,1.6,1.7,2.9,3.5,24.5,2000,27.1  ,55  ,27  ,57   ,25   ,5.82  ,0.25  ,6.07  ,105.6  ,99.6   ,6      ,94.4   ,0.298 ,0.194  ,0.529 ,0.484  ,13.4   ,27.2   ,0.23     ,0.46      ,14.5      ,70.7   ,0.181       ,0.671
5492 ,Scottie Pippen       ,29 ,CHI,79,79,0.079    ,7       ,38.2,8   ,16.7,0.479 ,1.4,4   ,0.35  ,6.6 ,12.7,0.5197,0.521 ,4  ,5.6 ,0.7143,2.2,5.9 ,8.1 ,5.2 ,2.9,1.1,3.4,3  ,21.4,1995,29.9  ,72  ,10  ,70   ,12   ,12.24 ,-0.44 ,11.8  ,115.2  ,101.8  ,13.4   ,91.1   ,0.291 ,0.196  ,0.555 ,0.517  ,13.1   ,36.9   ,0.217    ,0.482     ,16.1      ,71.1   ,0.222       ,0.878
3920 ,Clyde Drexler        ,28 ,POR,82,82,0.0781   ,6       ,34.8,7.9 ,16.3,0.4847,0.7,2.3 ,0.3043,7.1 ,14  ,0.5071,0.5   ,5.1,6.4 ,0.7969,2.6,4.1 ,6.7 ,6   ,1.8,0.7,2.8,2.8,21.5,1991,28.1  ,57  ,25  ,59   ,23   ,7.27  ,-0.33 ,6.94  ,111.4  ,104.2  ,7.2    ,99     ,0.335 ,0.128  ,0.541 ,0.495  ,13.6   ,35.6   ,0.253    ,0.471     ,14.3      ,69.9   ,0.251       ,0.695
8500 ,Kobe Bryant          ,23 ,LAL,80,80,0.0778   ,5       ,38.3,9.4 ,20  ,0.47  ,0.4,1.7 ,0.2353,9   ,18.3,0.4918,0.48  ,6.1,7.4 ,0.8243,1.4,4.1 ,5.5 ,5.5 ,1.5,0.4,2.8,2.9,25.2,2002,28.1  ,50  ,32  ,48   ,34   ,2.33  ,0.38  ,2.71  ,107.2  ,104.7  ,2.5    ,92.5   ,0.311 ,0.199  ,0.528 ,0.486  ,13.3   ,30.2   ,0.228    ,0.477     ,13.4      ,72.7   ,0.241       ,0.61
7269 ,Shaquille O'Neal     ,26 ,LAL,49,49,0.0754   ,6       ,34.8,10.4,18.1,0.5746,0  ,0   ,0     ,10.4,18  ,0.5778,0.5746,5.5,10.2,0.5392,3.8,6.9 ,10.7,2.3 ,0.7,1.7,2.5,3.2,26.3,1999,29.2  ,67  ,15  ,64   ,18   ,8.55  ,-0.14 ,8.41  ,107.3  ,98.2   ,9.1    ,93.3   ,0.346 ,0.153  ,0.525 ,0.484  ,12.7   ,30.6   ,0.241    ,0.443     ,13.4      ,73.1   ,0.222       ,0.817
5856 ,Karl Malone          ,32 ,UTA,82,82,0.0752   ,7       ,38  ,9.6 ,18.5,0.5189,0.2,0.5 ,0.4   ,9.4 ,18  ,0.5222,0.5243,6.2,8.6 ,0.7209,2.1,7.7 ,9.8 ,4.2 ,1.7,0.7,2.4,3  ,25.7,1996,29.6  ,64  ,18  ,64   ,18   ,8.79  ,-0.82 ,7.97  ,113.6  ,104    ,9.6    ,90     ,0.389 ,0.145  ,0.581 ,0.53   ,14.7   ,29.7   ,0.299    ,0.48      ,15.5      ,71.6   ,0.29        ,0.78
15933,Russell Westbrook    ,29 ,OKC,80,80,0.0752   ,5       ,36.4,9.5 ,21.1,0.4502,1.2,4.1 ,0.2927,8.3 ,17  ,0.4882,0.4787,5.2,7.1 ,0.7324,1.9,8.2 ,10.1,10.3,1.8,0.3,4.8,2.5,25.4,2018,25.7  ,49  ,33  ,50   ,32   ,3.4   ,0.15  ,3.56  ,110.3  ,107    ,3.3    ,102.8  ,0.266 ,0.347  ,0.545 ,0.514  ,11.7   ,26     ,0.19     ,0.523     ,14.4      ,78.2   ,0.206       ,0.598
15718,Giannis Antetokounmpo,23 ,MIL,75,75,0.0743   ,6       ,36.7,9.9 ,18.7,0.5294,0.6,1.9 ,0.3158,9.3 ,16.8,0.5536,0.5455,6.5,8.5 ,0.7647,2.1,8   ,10  ,4.8 ,1.5,1.4,3  ,3.1,26.9,2018,26.9  ,60  ,22  ,61   ,21   ,8.87  ,-0.82 ,8.04  ,113.8  ,105.2  ,8.6    ,103.3  ,0.255 ,0.419  ,0.583 ,0.55   ,12     ,20.8   ,0.197    ,0.503     ,11.5      ,80.3   ,0.162       ,0.732
9589 ,LeBron James         ,20 ,CLE,80,80,0.0732   ,6       ,42.4,9.9 ,21.1,0.4692,1.4,3.9 ,0.359 ,8.6 ,17.2,0.5   ,0.5071,6  ,8   ,0.75  ,1.4,6   ,7.4 ,7.2 ,2.2,0.7,3.3,1.8,27.2,2005,27.1  ,50  ,32  ,48   ,34   ,2.23  ,-0.06 ,2.17  ,107.8  ,105.4  ,2.4    ,89.8   ,0.362 ,0.228  ,0.538 ,0.492  ,13.3   ,28.4   ,0.263    ,0.49      ,12.8      ,75.7   ,0.226       ,0.61
2150 ,Sidney Moncrief      ,28 ,MIL,73,72,0.0718   ,7       ,35.2,6.4 ,13.2,0.4848,0.5,1.4 ,0.3571,6   ,11.8,0.5085,0.5114,6.8,7.9 ,0.8608,1.6,3   ,4.6 ,4.9 ,1.4,0.2,2.4,2.4,20.2,1986,27.7  ,50  ,32  ,51   ,31   ,3.91  ,0.12  ,4.04  ,109.5  ,105.6  ,3.9    ,100.3  ,0.35  ,0.079  ,0.539 ,0.487  ,13     ,31.1   ,0.268    ,0.479     ,16        ,66.1   ,0.307       ,0.61
13536,Tony Parker          ,30 ,SAS,66,66,0.0711   ,6       ,32.9,7.9 ,15.1,0.5232,0.4,1   ,0.4   ,7.5 ,14  ,0.5357,0.5364,4.2,5   ,0.84  ,0.3,2.7 ,3   ,7.6 ,0.8,0.1,2.6,1.4,20.3,2013,28.9  ,62  ,20  ,61   ,21   ,7.72  ,0.28  ,8     ,110.5  ,102.4  ,8.1    ,95     ,0.24  ,0.257  ,0.571 ,0.537  ,13.5   ,22.7   ,0.188    ,0.482     ,12.8      ,76.4   ,0.184       ,0.756
2010 ,Alex English         ,32 ,DEN,81,81,0.0705   ,8       ,37.3,11.7,23.3,0.5021,0  ,0.1 ,0     ,11.7,23.2,0.5043,0.5021,6.3,7.3 ,0.863 ,2.4,2.6 ,5   ,4   ,0.9,0.4,3.1,2.9,29.8,1986,28.2  ,37  ,45  ,39   ,43   ,-0.87 ,-0.28 ,-1.14 ,109.3  ,110.2  ,-0.9   ,106.2  ,0.323 ,0.049  ,0.527 ,0.478  ,11.8   ,32.2   ,0.248    ,0.503     ,15.4      ,67     ,0.307       ,0.451
8690 ,Allen Iverson        ,27 ,PHI,82,82,0.0697   ,6       ,42.5,9.8 ,23.7,0.4135,1  ,3.7 ,0.2703,8.8 ,20  ,0.44  ,0.4346,7  ,9   ,0.7778,0.8,3.4 ,4.2 ,5.5 ,2.7,0.2,3.5,1.8,27.6,2003,27.5  ,33  ,49  ,33   ,49   ,-2.49 ,-0.46 ,-2.95 ,99.1   ,101.9  ,-2.8   ,88     ,0.321 ,0.158  ,0.505 ,0.456  ,15.5   ,28.2   ,0.242    ,0.467     ,14.7      ,70.7   ,0.231       ,0.402
10088,Dwyane Wade          ,24 ,MIA,75,75,0.0696   ,6       ,38.6,9.3 ,18.8,0.4947,0.2,1   ,0.2   ,9.1 ,17.8,0.5112,0.5   ,8.4,10.7,0.785 ,1.4,4.3 ,5.7 ,6.7 ,1.9,0.8,3.6,2.9,27.2,2006,29.3  ,44  ,38  ,38   ,44   ,-0.91 ,-0.29 ,-1.21 ,104.3  ,105.3  ,-1     ,89.9   ,0.321 ,0.245  ,0.541 ,0.506  ,14.3   ,24.9   ,0.222    ,0.485     ,13.8      ,73.3   ,0.232       ,0.537
3352 ,Hakeem Olajuwon      ,27 ,HOU,82,82,0.0696   ,7       ,38.1,9.8 ,19.6,0.5   ,0  ,0.1 ,0     ,9.8 ,19.5,0.5026,0.5   ,4.7,6.5 ,0.7231,3.6,10.4,14  ,2.9 ,2.1,4.6,3.9,3.8,24.3,1990,27.3  ,52  ,30  ,50   ,32   ,3.5   ,-0.23 ,3.27  ,107.4  ,103.9  ,3.5    ,98.5   ,0.302 ,0.136  ,0.53  ,0.489  ,14.5   ,34.4   ,0.224    ,0.469     ,14.7      ,66.9   ,0.22        ,0.634
4278 ,Mark Price           ,27 ,CLE,72,72,0.0688   ,7       ,29.7,6.1 ,12.5,0.488 ,1.4,3.6 ,0.3889,4.7 ,8.8 ,0.5341,0.544 ,3.8,4   ,0.95  ,0.5,1.9 ,2.4 ,7.4 ,1.3,0.2,2.2,1.6,17.3,1992,28.8  ,54  ,28  ,58   ,24   ,6.45  ,-0.15 ,6.3   ,112.7  ,106    ,6.7    ,94.8   ,0.308 ,0.108  ,0.565 ,0.518  ,12.5   ,28.1   ,0.247    ,0.482     ,13.1      ,69.1   ,0.185       ,0.659
2582 ,Dominique Wilkins    ,28 ,ATL,78,76,0.0688   ,6       ,37.8,11.7,25.1,0.4661,0.5,1.7 ,0.2941,11.2,23.4,0.4786,0.4761,6.9,8.4 ,0.8214,2.7,3.7 ,6.4 ,2.9 ,1.3,0.6,2.8,2.1,30.7,1988,28.5  ,52  ,30  ,54   ,28   ,4.91  ,0.35  ,5.26  ,112.2  ,107.2  ,5      ,98.3   ,0.375 ,0.055  ,0.54  ,0.48   ,13.5   ,37.1   ,0.3      ,0.482     ,15.4      ,64.7   ,0.256       ,0.634
13679,James Harden         ,24 ,HOU,73,73,0.068    ,5       ,38  ,7.5 ,16.5,0.4545,2.4,6.6 ,0.3636,5.1 ,9.9 ,0.5152,0.5273,7.9,9.1 ,0.8681,0.8,3.9 ,4.7 ,6.1 ,1.6,0.4,3.6,2.4,25.4,2014,27.6  ,56  ,26  ,50   ,32   ,3.44  ,0.38  ,3.82  ,107    ,103.4  ,3.6    ,96.5   ,0.312 ,0.392  ,0.548 ,0.512  ,15     ,26.8   ,0.223    ,0.486     ,14.6      ,72.9   ,0.208       ,0.683
4036 ,Tim Hardaway         ,25 ,GSW,81,81,0.0667   ,8       ,41.1,9.1 ,19.7,0.4619,1.6,4.6 ,0.3478,7.5 ,15  ,0.5   ,0.5025,3.7,4.8 ,0.7708,1  ,2.8 ,3.8 ,10  ,2  ,0.2,3.3,2.6,23.4,1992,25    ,34  ,48  ,38   ,44   ,-0.99 ,0.05  ,-0.94 ,109.2  ,110.2  ,-1     ,99.5   ,0.342 ,0.118  ,0.543 ,0.502  ,14.9   ,34.2   ,0.245    ,0.501     ,14        ,67     ,0.261       ,0.415
15758,Kevin Durant         ,29 ,GSW,68,68,0.0653   ,7       ,34.2,9.3 ,18  ,0.5167,2.5,6.1 ,0.4098,6.7 ,11.9,0.563 ,0.5806,5.3,5.9 ,0.8983,0.5,6.4 ,6.8 ,5.4 ,0.7,1.8,3  ,2  ,26.4,2018,28.4  ,57  ,25  ,56   ,26   ,6.46  ,-0.04 ,6.42  ,115.9  ,109.5  ,6.4    ,100.9  ,0.227 ,0.384  ,0.596 ,0.565  ,12.6   ,22.5   ,0.182    ,0.508     ,11.7      ,77.1   ,0.205       ,0.695
5839 ,Shawn Kemp           ,26 ,SEA,79,76,0.0646   ,8       ,33.3,6.7 ,11.9,0.563 ,0.1,0.2 ,0.5   ,6.6 ,11.7,0.5641,0.5672,6.2,8.4 ,0.7381,3.5,7.9 ,11.4,2.2 ,1.2,1.6,4  ,3.8,19.6,1996,30    ,57  ,25  ,62   ,20   ,7.68  ,-0.77 ,6.91  ,111.2  ,102.7  ,8.5    ,90.3   ,0.358 ,0.247  ,0.557 ,0.51   ,14.2   ,30.9   ,0.269    ,0.49      ,17.7      ,69.1   ,0.242       ,0.695
6405 ,Tim Hardaway         ,31 ,MIA,81,81,0.0612   ,6       ,37.4,6.9 ,16  ,0.4313,1.9,5.5 ,0.3455,5   ,10.5,0.4762,0.4906,3.2,4.1 ,0.7805,0.6,3.1 ,3.7 ,8.3 ,1.7,0.2,2.8,2.5,18.9,1998,30.3  ,33  ,17  ,35   ,15   ,4.96  ,0.15  ,5.11  ,104.7  ,98.9   ,5.8    ,84.8   ,0.354 ,0.226  ,0.54  ,0.494  ,15.3   ,27.3   ,0.26     ,0.439     ,13.6      ,71     ,0.226       ,0.66
5615 ,Shaquille O'Neal     ,23 ,ORL,54,52,0.0558   ,9       ,36  ,11  ,19.1,0.5759,0  ,0   ,0     ,10.9,19.1,0.5707,0.5707,4.6,9.5 ,0.4842,3.4,7.7 ,11  ,2.9 ,0.6,2.1,2.9,3.6,26.6,1996,29.4  ,45  ,37  ,40   ,42   ,-0.35 ,0.28  ,-0.07 ,105.6  ,106    ,-0.4   ,88.3   ,0.304 ,0.256  ,0.524 ,0.481  ,14.5   ,30.9   ,0.227    ,0.495     ,15.3      ,67.3   ,0.211       ,0.549
5893 ,Grant Hill           ,23 ,DET,80,80,0.0558   ,9       ,40.8,7.1 ,15.3,0.4641,0.1,0.3 ,0.3333,7   ,14.9,0.4698,0.4673,6.1,8.1 ,0.7531,1.6,8.2 ,9.8 ,6.9 ,1.3,0.6,3.3,3  ,20.2,1996,28.2  ,54  ,28  ,57   ,25   ,5.24  ,0.2   ,5.45  ,110.6  ,104.4  ,6.2    ,84.5   ,0.327 ,0.246  ,0.554 ,0.512  ,13     ,27.5   ,0.244    ,0.487     ,14.6      ,70.4   ,0.197       ,0.659
4465 ,Dominique Wilkins    ,33 ,ATL,71,70,0.0551   ,5       ,37.3,10.4,22.3,0.4664,1.7,4.5 ,0.3778,8.7 ,17.9,0.486 ,0.5045,7.3,8.8 ,0.8295,2.6,4.2 ,6.8 ,3.2 ,1  ,0.4,2.6,1.6,29.9,1993,28.7  ,57  ,25  ,56   ,26   ,5.27  ,-0.33 ,4.94  ,107.2  ,101.7  ,5.5    ,94.2   ,0.294 ,0.118  ,0.523 ,0.48   ,13.6   ,34.6   ,0.221    ,0.475     ,16        ,67.7   ,0.185       ,0.695
13219,Tim Duncan           ,36 ,SAS,69,69,0.0537   ,7       ,30.1,7.1 ,14.1,0.5035,0  ,0.1 ,0     ,7.1 ,14  ,0.5071,0.5035,3.6,4.3 ,0.8372,1.8,8.1 ,9.9 ,2.7 ,0.7,2.7,2.1,1.7,17.8,2013,28.9  ,62  ,20  ,61   ,21   ,7.72  ,0.28  ,8     ,110.5  ,102.4  ,8.1    ,95     ,0.24  ,0.257  ,0.571 ,0.537  ,13.5   ,22.7   ,0.188    ,0.482     ,12.8      ,76.4   ,0.184       ,0.756
11954,Carmelo Anthony      ,25 ,DEN,69,69,0.0528   ,6       ,38.2,10  ,21.8,0.4587,0.9,2.7 ,0.3333,9.1 ,19.1,0.4764,0.4794,7.4,8.9 ,0.8315,2.2,4.4 ,6.6 ,3.2 ,1.3,0.4,3  ,3.3,28.2,2010,27.3  ,50  ,32  ,54   ,28   ,4.76  ,0.05  ,4.81  ,112.3  ,107.3  ,5      ,95.6   ,0.367 ,0.258  ,0.574 ,0.526  ,13.1   ,23.9   ,0.281    ,0.5       ,12.7      ,75.4   ,0.224       ,0.61
13782,Stephen Curry        ,25 ,GSW,78,78,0.0528   ,6       ,36.5,8.4 ,17.7,0.4746,3.3,7.9 ,0.4177,5   ,9.8 ,0.5102,0.5621,3.9,4.5 ,0.8667,0.6,3.7 ,4.3 ,8.5 ,1.6,0.2,3.8,2.5,24  ,2014,26.6  ,67  ,15  ,65   ,17   ,10.1  ,-0.09 ,10.01 ,111.6  ,101.4  ,10.2   ,98.3   ,0.239 ,0.311  ,0.571 ,0.54   ,13.1   ,24.1   ,0.184    ,0.47      ,14.3      ,74.5   ,0.217       ,0.817
8056 ,Tracy McGrady        ,21 ,ORL,77,77,0.0516   ,6       ,40.1,10.2,22.4,0.4554,0.8,2.2 ,0.3636,9.5 ,20.2,0.4703,0.4777,5.6,7.6 ,0.7368,2.5,5   ,7.5 ,4.6 ,1.5,1.5,2.6,2.1,26.8,2001,28    ,44  ,38  ,46   ,36   ,1.57  ,-0.32 ,1.25  ,107    ,105.3  ,1.7    ,93.2   ,0.278 ,0.241  ,0.533 ,0.493  ,12.6   ,26.3   ,0.21     ,0.486     ,14.4      ,69.2   ,0.215       ,0.537
15338,Stephen Curry        ,28 ,GSW,79,79,0.0515   ,6       ,33.4,8.5 ,18.3,0.4645,4.1,10  ,0.41  ,4.4 ,8.3 ,0.5301,0.5765,4.1,4.6 ,0.8913,0.8,3.7 ,4.5 ,6.6 ,1.8,0.2,3  ,2.3,25.3,2017,28.8  ,58  ,24  ,56   ,26   ,5.98  ,-0.19 ,5.79  ,113.6  ,107.6  ,6      ,99.6   ,0.239 ,0.339  ,0.603 ,0.569  ,14.1   ,21     ,0.195    ,0.504     ,12.6      ,76.3   ,0.186       ,0.707
2537 ,Hakeem Olajuwon      ,25 ,HOU,79,79,0.05     ,7       ,35.8,9   ,17.5,0.5143,0  ,0.1 ,0     ,9   ,17.5,0.5143,0.5143,4.8,6.9 ,0.6957,3.8,8.3 ,12.1,2.1 ,2.1,2.7,3.1,4.1,22.8,1988,26.8  ,45  ,37  ,44   ,38   ,0.95  ,-0.73 ,0.22  ,105.7  ,104.8  ,0.9    ,101.8  ,0.351 ,0.073  ,0.535 ,0.486  ,15.9   ,33.3   ,0.265    ,0.481     ,14.9      ,69     ,0.248       ,0.549
6192 ,Patrick Ewing        ,34 ,NYK,78,78,0.0496   ,8       ,37  ,8.4 ,17.2,0.4884,0  ,0.1 ,0     ,8.4 ,17.1,0.4912,0.4884,5.6,7.5 ,0.7467,2.2,8.4 ,10.7,2   ,0.9,2.4,3.4,3.2,22.4,1997,30.2  ,43  ,39  ,49   ,33   ,2.46  ,0.28  ,2.74  ,103    ,100.3  ,2.7    ,88.2   ,0.283 ,0.178  ,0.521 ,0.476  ,14.7   ,29.5   ,0.218    ,0.455     ,14.7      ,74     ,0.282       ,0.524
12731,Kevin Love           ,23 ,MIN,55,55,0.0479   ,6       ,39  ,8.6 ,19.3,0.4456,1.9,5.1 ,0.3725,6.7 ,14.1,0.4752,0.4948,6.9,8.4 ,0.8214,4.1,9.2 ,13.3,2   ,0.9,0.5,2.3,2.8,26  ,2012,26.4  ,31  ,51  ,34   ,48   ,-2.37 ,0.54  ,-1.83 ,102.9  ,105.4  ,-2.5   ,92.8   ,0.305 ,0.22   ,0.516 ,0.473  ,13.8   ,27.4   ,0.226    ,0.511     ,15        ,74     ,0.187       ,0.378
11195,Dwight Howard        ,22 ,ORL,82,82,0.0476   ,5       ,37.7,7.1 ,11.9,0.5966,0  ,0   ,0     ,7.1 ,11.8,0.6017,0.5966,6.5,10.9,0.5963,3.4,10.8,14.2,1.3 ,0.9,2.1,3.2,3.3,20.7,2008,27.3  ,59  ,23  ,59   ,23   ,6.7   ,-0.21 ,6.48  ,109.2  ,101.9  ,7.3    ,92.3   ,0.351 ,0.335  ,0.559 ,0.52   ,13.4   ,24     ,0.251    ,0.465     ,12.3      ,75.9   ,0.209       ,0.72
2549 ,Karl Malone          ,24 ,UTA,82,82,0.045    ,8       ,39  ,10.5,20.1,0.5224,0  ,0.1 ,0     ,10.5,20.1,0.5224,0.5224,6.7,9.6 ,0.6979,3.4,8.6 ,12  ,2.4 ,1.4,0.6,4  ,3.6,27.7,1988,27.4  ,51  ,31  ,55   ,27   ,5.02  ,-1.01 ,4.01  ,106.6  ,101.5  ,5.1    ,98     ,0.416 ,0.058  ,0.55  ,0.491  ,16.4   ,32     ,0.32     ,0.447     ,13.9      ,68.1   ,0.246       ,0.622
